Videos,Shot_Boundary,Duration,Entropy,Average_Intensities,Average_Intensities_30,Average_Intensities_60,Optical_Flow,Funny,Average_Memorability,Topics,Average_Hue,Exciting,Median_Hue,Sentiments,Entropy,Optical_Flow,Exciting,Funny,Average_Memorability,Language,Topics,Average_Hue,Median_Hue,Sentiments,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat,Effectiveness,,,
KyiV12WdJew,20,42,0.998363673,0.467355264,0.433352354,0.438792474,1457155.416,1,0.723586479,3,"[0.3533927274613545, 0.3533927274613545, 0.3533927274613545]",0,"[0.42483660130718953, 0.42483660130718953, 0.42483660130718953]",6,0.998363673,1457155.416,0,1,0.723586479,1,3,"[0.3533927274613545, 0.3533927274613545, 0.3533927274613545]","[0.42483660130718953, 0.42483660130718953, 0.42483660130718953]",6,153,1,0,0,0,0,0,0,0,1,5,,,
KZMYWAW-5Js,2,41,0.281193796,0.527364341,0.477775195,0.493154266,280661.3186,0.6,0.724804369,21,"[0.7052473489395756, 0.6980985310790985, 0.6871803721488596]",0.4,"[0.7165866346538615, 0.7085034013605441, 0.6970588235294117]",5,0.281193796,280661.3186,0.4,0.6,0.724804369,1,21,"[0.7052473489395756, 0.6980985310790985, 0.6871803721488596]","[0.7165866346538615, 0.7085034013605441, 0.6970588235294117]",5,125,1,0,0,0,0,0,0,0,0,3,,,
kZnBpmZXBms,21,30,0.881290899,0.445349795,0.421180928,0.413391521,925282.2562,0.6,0.725134635,3,"[0.6419049564270152, 0.6395545116194628, 0.6322849151234567]",0.6,"[0.6610021786492374, 0.6617102396514162, 0.6583605664488018]",9,0.881290899,925282.2562,0.6,0.6,0.725134635,1,3,"[0.6419049564270152, 0.6395545116194628, 0.6322849151234567]","[0.6610021786492374, 0.6617102396514162, 0.6583605664488018]",9,105,0,0,1,0,0,0,0,0,0,5,,,
kZV01QAcl20,67,63,0,0.213468226,0.255417189,0.244487788,2043467.464,0.6,0.723516952,1,"[0.19942352837759567, 0.23876184123438413, 0.24383930048812763]",0.8,"[0.18883097542814595, 0.22380243236535122, 0.2309754281459419]",14,0,2043467.464,0.8,0.6,0.723516952,-1,1,"[0.19942352837759567, 0.23876184123438413, 0.24383930048812763]","[0.18883097542814595, 0.22380243236535122, 0.2309754281459419]",14,125,1,0,0,0,0,0,0,0,0,3,,,
l0fJnbuc1ig,4,37,0.494182935,0.275334088,0.385244901,0.347686091,396352.9213,0.8,0.724076287,2,"[0.19504493464052292, 0.20044561283294673, 0.2033084282099937]",0.6,"[0.13611638203668563, 0.13605313092979127, 0.1347459413873076]",6,0.494182935,396352.9213,0.6,0.8,0.724076287,1,2,"[0.19504493464052292, 0.20044561283294673, 0.2033084282099937]","[0.13611638203668563, 0.13605313092979127, 0.1347459413873076]",6,124,0,0,0,0,1,0,0,0,0,3,,,
L0KmvWL6Dfw,19,32,0.974489403,0.237758091,0.242010991,0.248489547,954551.0967,0.6,0.723428646,8,"[0.1928744978894336, 0.29094609545206984, 0.28592069206154686]",0.6,"[0.16864787581699348, 0.2446486928104575, 0.24444444444444446]",8,0.974489403,954551.0967,0.6,0.6,0.723428646,1,8,"[0.1928744978894336, 0.29094609545206984, 0.28592069206154686]","[0.16864787581699348, 0.2446486928104575, 0.24444444444444446]",8,104,0,0,0,0,0,0,1,1,0,5,,,
l10LhdDwTZc,7,20,0.934068055,0.423131209,0.377387016,0.417221186,442925.2721,0.6,0.724476784,1,"[0.5936472222222222, 0.5858678104575162, 0.5829760620915033]",0.8,"[0.7438039215686274, 0.7415686274509804, 0.740313725490196]",30,0.934068055,442925.2721,0.8,0.6,0.724476784,1,1,"[0.5936472222222222, 0.5858678104575162, 0.5829760620915033]","[0.7438039215686274, 0.7415686274509804, 0.740313725490196]",30,129,0,0,0,1,0,0,0,1,0,3,,,
l1gZkf_-UyI,38,60,0.948078244,0.346146634,0.399179593,0.390543083,1872757.751,0.6,0.724055611,8,"[0.3741721893599153, 0.3723261949099936, 0.36875712016650214]",0.4,"[0.3624602913791215, 0.361956402672801, 0.360466644758462]",4,0.948078244,1872757.751,0.4,0.6,0.724055611,1,8,"[0.3741721893599153, 0.3723261949099936, 0.36875712016650214]","[0.3624602913791215, 0.361956402672801, 0.360466644758462]",4,107,0,0,0,0,0,0,1,1,0,5,,,
l1vnsqbnAkk,71,116,0.963451385,0.445242714,0.446457531,0.45995359,918187.5449,0.8,0.726301952,21,"[0.4940685392862174, 0.48981461889312083, 0.484941370433065]",0.6,"[0.5441811256876852, 0.5387783890534632, 0.5334814501340105]",6,0.963451385,918187.5449,0.6,0.8,0.726301952,1,21,"[0.4940685392862174, 0.48981461889312083, 0.484941370433065]","[0.5441811256876852, 0.5387783890534632, 0.5334814501340105]",6,151,1,0,0,0,0,0,0,1,1,5,,,
l1vvlpJ8BEE,12,21,0.985228136,0.450414429,0.51523714,0.483561026,1047150.422,0.6,0.724671873,6,"[0.5114993371562461, 0.5090045011715378, 0.4974257769145395]",0.4,"[0.47906030336662964, 0.4792082870884203, 0.4785793562708102]",6,0.985228136,1047150.422,0.4,0.6,0.724671873,1,6,"[0.5114993371562461, 0.5090045011715378, 0.4974257769145395]","[0.47906030336662964, 0.4792082870884203, 0.4785793562708102]",6,130,0,0,1,0,0,0,0,1,1,1,,,
L4mP9pR-mzU,17,30,0.987137774,0.263044297,0.381113747,0.353757003,515829.621,1,0.725265963,2,"[0.039531590413943385, 0.039531590413943385, 0.039531590413943385]",0.2,"[0.0392156862745098, 0.0392156862745098, 0.0392156862745098]",6,0.987137774,515829.621,0.2,1,0.725265963,1,2,"[0.039531590413943385, 0.039531590413943385, 0.039531590413943385]","[0.0392156862745098, 0.0392156862745098, 0.0392156862745098]",6,139,0,0,1,0,0,0,0,0,0,3,,,
L4t-fCKQCP4,31,60,0.999198354,0.38631514,0.39543876,0.39063923,765420.1648,0.4,0.725394597,12,"[0.49365958605664534, 0.4924390522875817, 0.4901475762527235]",0.4,"[0.5069542483660131, 0.5032287581699346, 0.4962352941176471]",6,0.999198354,765420.1648,0.4,0.4,0.725394597,1,12,"[0.49365958605664534, 0.4924390522875817, 0.4901475762527235]","[0.5069542483660131, 0.5032287581699346, 0.4962352941176471]",6,136,0,0,0,1,0,0,0,0,1,3,,,
l6i-gYRAwM0,3,76,0.239873825,0.328619587,0.447316761,0.422566939,598247.2265,0.8,0.724662783,37,"[0.3813072605853933, 0.37974298451264576, 0.37511150184711595]",0.8,"[0.37016197783461213, 0.36613810741687974, 0.35508098891730605]",6,0.239873825,598247.2265,0.8,0.8,0.724662783,1,37,"[0.3813072605853933, 0.37974298451264576, 0.37511150184711595]","[0.37016197783461213, 0.36613810741687974, 0.35508098891730605]",6,88,0,1,0,0,0,0,0,0,0,1,,,
L7bHdo2DJHY,2,12,0.650022422,0.48143866,0.291994343,0.424326987,798702.6671,0.2,0.725323011,34,"[0.47144335511982566, 0.4894376361655773, 0.4958545751633986]",0.6,"[0.4873856209150327, 0.506078431372549, 0.5182352941176471]",15,0.650022422,798702.6671,0.6,0.2,0.725323011,1,34,"[0.47144335511982566, 0.4894376361655773, 0.4958545751633986]","[0.4873856209150327, 0.506078431372549, 0.5182352941176471]",15,92,0,0,1,0,0,0,0,0,1,5,,,
l7HqwAleUQg,35,109,0.905574649,0.465227573,0.439032318,0.455845356,847477.8638,0,0.725593507,35,"[0.35603559158706266, 0.3679858567358568, 0.37829288766788755]",0,"[0.34690081160669395, 0.3564820800114918, 0.3642102995044172]",16,0.905574649,847477.8638,0,0,0.725593507,1,35,"[0.35603559158706266, 0.3679858567358568, 0.37829288766788755]","[0.34690081160669395, 0.3564820800114918, 0.3642102995044172]",16,147,0,0,0,0,1,0,0,0,0,5,,,
l7IP5SV6GqQ,1,30,0.2108423,0.46732903,0.447699471,0.43072226,556186.6599,0.2,0.724183136,17,"[0.44049922839506167, 0.4400768881626725, 0.43929947349310094]",0.2,"[0.475599128540305, 0.4750980392156863, 0.47459694989106754]",19,0.2108423,556186.6599,0.2,0.2,0.724183136,1,17,"[0.44049922839506167, 0.4400768881626725, 0.43929947349310094]","[0.475599128540305, 0.4750980392156863, 0.47459694989106754]",19,91,0,0,1,0,0,0,0,1,0,3,,,
l9b5jym0ig8,27,96,0.857148437,0.270715583,0.267411964,0.270929857,1183403.701,0,0.723698021,19,"[0.31810317946623096, 0.32019626565904125, 0.3223357162309367]",0.6,"[0.31477941176470586, 0.3172467320261438, 0.31919934640522873]",1,0.857148437,1183403.701,0.6,0,0.723698021,1,19,"[0.31810317946623096, 0.32019626565904125, 0.3223357162309367]","[0.31477941176470586, 0.3172467320261438, 0.31919934640522873]",1,125,0,0,0,0,0,1,0,1,0,2,,,
LagGSTiSnto,18,93,0.708835673,0.460053682,0.51235991,0.457712736,1157189.272,0.4,0.724776369,32,"[0.5766934982682529, 0.5747104386626445, 0.5721036534271831]",0.6,"[0.6048935813641696, 0.6007457683928272, 0.5949136919725155]",3,0.708835673,1157189.272,0.6,0.4,0.724776369,1,32,"[0.5766934982682529, 0.5747104386626445, 0.5721036534271831]","[0.6048935813641696, 0.6007457683928272, 0.5949136919725155]",3,115,1,0,0,0,0,0,0,0,0,5,,,
laot_Eomr3s,10,30,0.918295834,0.48377313,0.418060057,0.49071787,863002.9882,0.8,0.725247462,12,"[0.5395315305609425, 0.5471233749910219, 0.5495041927027223]",0.4,"[0.532191338073691, 0.5355742296918768, 0.5404438698556345]",6,0.918295834,863002.9882,0.4,0.8,0.725247462,1,12,"[0.5395315305609425, 0.5471233749910219, 0.5495041927027223]","[0.532191338073691, 0.5355742296918768, 0.5404438698556345]",6,106,0,0,0,0,0,0,1,0,0,4,,,
lCuLxqGd0go,40,80,1,0.446129033,0.42036082,0.387788419,1119183.365,0,0.725264314,24,"[0.4787460861307873, 0.4761709098997366, 0.4727983309379596]",0.4,"[0.46096909968175753, 0.4585463504773637, 0.4535776614310646]",5,1,1119183.365,0.4,0,0.725264314,,24,"[0.4787460861307873, 0.4761709098997366, 0.4727983309379596]","[0.46096909968175753, 0.4585463504773637, 0.4535776614310646]",5,118,0,0,0,0,0,1,0,1,0,3,,,
lDUOmY80GhU,12,30,0.970950594,0.426652434,0.345620685,0.380889195,995472.9779,0.8,0.724973252,2,"[0.5979300887021473, 0.5970208468002584, 0.5955752172663933]",0.6,"[0.6443654384830855, 0.6425985778926956, 0.6418659771600949]",1,0.970950594,995472.9779,0.6,0.8,0.724973252,0,2,"[0.5979300887021473, 0.5970208468002584, 0.5955752172663933]","[0.6443654384830855, 0.6425985778926956, 0.6418659771600949]",1,162,1,0,0,0,0,0,0,0,0,5,,,
lDypBPyWiak,33,30,0,0.300668482,0.277584918,0.275078129,1446815.402,0.6,0.724266791,3,"[0.333045751633987, 0.3316842592592592, 0.3315243464052288]",0.6,"[0.32888888888888884, 0.3273986928104575, 0.32622222222222225]",9,0,1446815.402,0.6,0.6,0.724266791,0,3,"[0.333045751633987, 0.3316842592592592, 0.3315243464052288]","[0.32888888888888884, 0.3273986928104575, 0.32622222222222225]",9,89,0,0,1,0,0,0,0,1,0,2,,,
lfABnAS5i9Q,9,41,0.759275785,0.181580739,0.328143269,0.297151321,1227962.473,0.8,0.72338599,3,"[0.0, 0.0, 0.0]",0.6,"[0.0, 0.0, 0.0]",6,0.759275785,1227962.473,0.6,0.8,0.72338599,1,3,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6,133,0,0,0,0,0,0,1,1,0,5,,,
LfdiClhlLZk,34,100,0.924818705,0.20113238,0.259162105,0.286334693,401815.1666,0.4,0.724439722,28,"[0.20838790849673217, 0.209116339869281, 0.20881887254901957]",0.8,"[0.21591372549019608, 0.2184156862745098, 0.2168862745098039]",15,0.924818705,401815.1666,0.8,0.4,0.724439722,1,28,"[0.20838790849673217, 0.209116339869281, 0.20881887254901957]","[0.21591372549019608, 0.2184156862745098, 0.2168862745098039]",15,136,1,0,0,0,0,0,0,0,1,3,,,
Lgitw016T44,54,60,0.468995594,0.768220848,0.733481589,0.737106456,1340378.415,0.2,0.726792212,19,"[0.7701342864923749, 0.7711291394335511, 0.7754190904139435]",0.6,"[0.8475294117647059, 0.8511111111111112, 0.8580261437908496]",18,0.468995594,1340378.415,0.6,0.2,0.726792212,1,19,"[0.7701342864923749, 0.7711291394335511, 0.7754190904139435]","[0.8475294117647059, 0.8511111111111112, 0.8580261437908496]",18,120,0,0,1,0,0,0,0,1,1,2,,,
LhGJvGhIzaw,14,29,0.999142104,0.395721845,0.366177415,0.435283364,1135249.58,0.8,0.725008337,8,"[0.014382019239620734, 0.013693385805026236, 0.01698017352480898]",0.4,"[0.013808340237503453, 0.012703673018503177, 0.017812758906379456]",1,0.999142104,1135249.58,0.4,0.8,0.725008337,1,8,"[0.014382019239620734, 0.013693385805026236, 0.01698017352480898]","[0.013808340237503453, 0.012703673018503177, 0.017812758906379456]",1,147,0,0,0,0,1,0,0,1,0,5,,,
LI3KRcGEkZg,38,60,0.948078244,0.548432158,0.492301179,0.499179412,1217876.707,0.8,0.725038445,27,"[0.7832471405228756, 0.8206515795206972, 0.8207009531590416]",0.6,"[0.8036993464052288, 0.8438692810457517, 0.8446797385620916]",6,0.948078244,1217876.707,0.6,0.8,0.725038445,1,27,"[0.7832471405228756, 0.8206515795206972, 0.8207009531590416]","[0.8036993464052288, 0.8438692810457517, 0.8446797385620916]",6,100,0,0,0,1,0,0,0,0,0,3,,,
LJ2iH57Fs3M,42,110,0.959316032,0.191772654,0.302885349,0.243742888,1705897.151,0.2,0.723229173,21,"[0.24966216451119455, 0.248785510658164, 0.2472417406678983]",0.8,"[0.28327075511055483, 0.2828774062816616, 0.28180463674831635]",12,0.959316032,1705897.151,0.8,0.2,0.723229173,-1,21,"[0.24966216451119455, 0.248785510658164, 0.2472417406678983]","[0.28327075511055483, 0.2828774062816616, 0.28180463674831635]",12,110,1,0,0,0,0,0,0,0,1,5,,,
LjBIJGMum9A,25,70,0.940285959,0.486214455,0.42977418,0.492506162,1304211.922,0.4,0.725344258,27,"[0.4482405462184874, 0.4493120963663241, 0.4512939133986928]",0.2,"[0.4484827264239029, 0.4499766573295985, 0.4526844070961718]",1,0.940285959,1304211.922,0.2,0.4,0.725344258,1,27,"[0.4482405462184874, 0.4493120963663241, 0.4512939133986928]","[0.4484827264239029, 0.4499766573295985, 0.4526844070961718]",1,117,0,0,0,0,0,1,0,1,0,3,,,
LJP1DphOWPs,25,64,0.965201699,0.450297495,0.48280429,0.471722169,811281.4742,1,0.724620532,16,"[0.3642188611195777, 0.37093871702394265, 0.37040267618273587]",0.6,"[0.34022147719191304, 0.34693690947881745, 0.3475464797317891]",6,0.965201699,811281.4742,0.6,1,0.724620532,1,16,"[0.3642188611195777, 0.37093871702394265, 0.37040267618273587]","[0.34022147719191304, 0.34693690947881745, 0.3475464797317891]",6,118,1,0,0,0,0,0,0,0,0,4,,,
lk2B8988ws0,32,70,0.994693795,0.186544053,0.291153931,0.272583239,1115687.264,0.6,0.724217413,18,"[0.005202176842300899, 0.004607843137254904, 0.005796084626583657]",0.4,"[0.00044605519933091717, 0.00044605519933091717, 0.00044605519933091717]",11,0.994693795,1115687.264,0.4,0.6,0.724217413,1,18,"[0.005202176842300899, 0.004607843137254904, 0.005796084626583657]","[0.00044605519933091717, 0.00044605519933091717, 0.00044605519933091717]",11,115,0,0,0,0,0,0,1,1,0,2,,,
lLblbGzXQGY,11,15,0.836640742,0.088341881,0.150148831,0.153515638,1240882.516,0.2,0.723397449,9,"[0.020536528207774338, 0.020508040935672517, 0.020660044719642244]",1,"[0.013003095975232198, 0.013003095975232198, 0.013003095975232198]",4,0.836640742,1240882.516,1,0.2,0.723397449,1,9,"[0.020536528207774338, 0.020508040935672517, 0.020660044719642244]","[0.013003095975232198, 0.013003095975232198, 0.013003095975232198]",4,129,0,0,1,0,0,0,0,0,1,3,,,
LLrTPrp-fW8,4,31,0.554778163,0.367312868,0.681573219,0.619585176,710618.4815,0.4,0.724709064,3,"[0.20333466538789427, 0.20216370062517763, 0.20104788292128445]",0.6,"[0.18546462063086103, 0.18427109974424552, 0.18350383631713554]",9,0.554778163,710618.4815,0.6,0.4,0.724709064,1,3,"[0.20333466538789427, 0.20216370062517763, 0.20104788292128445]","[0.18546462063086103, 0.18427109974424552, 0.18350383631713554]",9,91,1,0,0,0,0,0,0,0,1,3,,,
lN2fuKPDzHA,5,80,0.337290067,0.622120089,0.688967584,0.634469822,463478.1571,0.4,0.727302251,36,"[0.6342354500583083, 0.6350895980798957, 0.6364996406584769]",0.4,"[0.6579122935481246, 0.6584899519973966, 0.6598812138963469]",21,0.337290067,463478.1571,0.4,0.4,0.727302251,1,36,"[0.6342354500583083, 0.6350895980798957, 0.6364996406584769]","[0.6579122935481246, 0.6584899519973966, 0.6598812138963469]",21,90,0,0,1,0,0,0,0,1,0,5,,,
Ln8_AUCIkAw,55,75,0.836640742,0.131777392,0.145807306,0.156987194,1532370.848,0.4,0.723601463,8,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",1,0.836640742,1532370.848,0.8,0.4,0.723601463,1,8,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1,144,1,0,0,0,0,0,0,1,1,5,,,
lNfPcMGneb0,29,68,0.984343203,0.352079254,0.364616586,0.361600765,1241336.979,0,0.724361402,8,"[0.3216461666466177, 0.32041561409840014, 0.3190489293877058]",0.6,"[0.27874413569108625, 0.27669914591603517, 0.2722843738722483]",30,0.984343203,1241336.979,0.6,0,0.724361402,1,8,"[0.3216461666466177, 0.32041561409840014, 0.3190489293877058]","[0.27874413569108625, 0.27669914591603517, 0.2722843738722483]",30,98,0,0,0,0,0,1,0,1,0,5,,,
lNNDr1vH83Y,31,60,0.999198354,0.336238102,0.369599265,0.361644251,1435774.214,1,0.724542943,8,"[0.3332913744968186, 0.332818356923343, 0.33276430550145003]",0.4,"[0.3032723022984028, 0.3037138034021556, 0.3047656148552136]",6,0.999198354,1435774.214,0.4,1,0.724542943,1,8,"[0.3332913744968186, 0.332818356923343, 0.33276430550145003]","[0.3032723022984028, 0.3037138034021556, 0.3047656148552136]",6,123,0,0,1,0,0,0,0,0,0,5,,,
LnoumTpLMfk,34,81,0.981338736,0.122259098,0.122374855,0.120727689,1913512.591,0,0.723008521,17,"[0.005775057149296503, 0.00534772529701536, 0.00872822692295309]",0.6,"[0.0026852120158408193, 0.0023181686467690526, 0.004539746933256061]",10,0.981338736,1913512.591,0.6,0,0.723008521,1,17,"[0.005775057149296503, 0.00534772529701536, 0.00872822692295309]","[0.0026852120158408193, 0.0023181686467690526, 0.004539746933256061]",10,86,0,0,1,0,0,0,0,0,1,2,,,
LO6TpbqTTxI,41,108,0.957780021,0.228364407,0.315070074,0.305662381,255634.3163,0.4,0.725355656,27,"[0.046659093765711396, 0.046774666918049344, 0.04710474798893921]",0.8,"[0.051809954751131225, 0.051809954751131225, 0.05180241327300151]",1,0.957780021,255634.3163,0.8,0.4,0.725355656,1,27,"[0.046659093765711396, 0.046774666918049344, 0.04710474798893921]","[0.051809954751131225, 0.051809954751131225, 0.05180241327300151]",1,126,0,0,0,1,0,0,0,0,1,5,,,
lOGdCg61QoE,21,40,0.998195879,0.319566621,0.527802356,0.511444782,338826.5494,0.4,0.725241286,3,"[0.0, 0.0, 0.0]",1,"[0.0, 0.0, 0.0]",1,0.998195879,338826.5494,1,0.4,0.725241286,1,3,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1,100,0,0,0,1,0,0,0,0,0,5,,,
LPa_NGIIn0c,35,58,0.968897709,0.413152464,0.411884642,0.432559616,1561989.683,0.8,0.725405802,29,"[0.32928809523809516, 0.32999808590102714, 0.3317]",1,"[0.29551820728291317, 0.2961120448179272, 0.2982521008403361]",6,0.968897709,1561989.683,1,0.8,0.725405802,1,29,"[0.32928809523809516, 0.32999808590102714, 0.3317]","[0.29551820728291317, 0.2961120448179272, 0.2982521008403361]",6,133,0,0,0,0,0,0,1,0,0,5,,,
lPDOh5ZifyM,37,56,0.924133542,0.313262448,0.324479335,0.350607784,1112920.253,0.2,0.724482843,21,"[0.007579620171421863, 0.007490509177722983, 0.00782033971273139]",0.8,"[0.005706234589644241, 0.005635787249031349, 0.005764940706821651]",1,0.924133542,1112920.253,0.8,0.2,0.724482843,1,21,"[0.007579620171421863, 0.007490509177722983, 0.00782033971273139]","[0.005706234589644241, 0.005635787249031349, 0.005764940706821651]",1,110,1,0,0,0,0,0,0,0,0,3,,,
LpjojQea7Lw,16,30,0.996791632,0.467827096,0.388366939,0.424950831,1382447.842,1,0.725168578,3,"[0.2772295751633987, 0.554381644880174, 0.5555858932461872]",0.8,"[0.2775424836601307, 0.5470588235294118, 0.5513202614379086]",6,0.996791632,1382447.842,0.8,1,0.725168578,1,3,"[0.2772295751633987, 0.554381644880174, 0.5555858932461872]","[0.2775424836601307, 0.5470588235294118, 0.5513202614379086]",6,153,1,0,0,0,0,0,0,0,1,5,,,
lqmrQ6xPpHg,31,105,0.875391854,0.411784083,0.49834901,0.531730914,724721.101,0.4,0.726524194,24,"[0.024614139711086173, 0.024839476395653773, 0.02531344968985475]",0.8,"[0.007612089421755963, 0.007974272511552392, 0.008436368177844386]",4,0.875391854,724721.101,0.8,0.4,0.726524194,1,24,"[0.024614139711086173, 0.024839476395653773, 0.02531344968985475]","[0.007612089421755963, 0.007974272511552392, 0.008436368177844386]",4,118,0,0,0,1,0,0,0,0,0,5,,,
LQqyDj7RX6Y,2,60,0.2108423,0.361613558,0.347134071,0.373199428,917069.6083,0.6,0.724450632,8,"[0.006916729859531288, 0.008788841042862813, 0.01915759397681724]",0.4,"[0.0016466255010291408, 0.004539053190336908, 0.01731123388581952]",14,0.2108423,917069.6083,0.4,0.6,0.724450632,1,8,"[0.006916729859531288, 0.008788841042862813, 0.01915759397681724]","[0.0016466255010291408, 0.004539053190336908, 0.01731123388581952]",14,94,0,0,1,0,0,0,0,1,1,4,,,
LRgqD7JgF-U,32,84,0.958711883,0.565628167,0.62118417,0.589632368,838925.3368,0.4,0.725813344,28,"[0.627168827246538, 0.6311398414025959, 0.6323953977325532]",0.6,"[0.6315676981693151, 0.6340581730322461, 0.6353405817303225]",6,0.958711883,838925.3368,0.6,0.4,0.725813344,0,28,"[0.627168827246538, 0.6311398414025959, 0.6323953977325532]","[0.6315676981693151, 0.6340581730322461, 0.6353405817303225]",6,143,0,0,0,1,0,0,0,0,0,3,,,
lrMD_z_FnNk,12,30,0.970950594,0.50925557,0.569018923,0.555526176,1072832.615,0.2,0.726271816,22,"[7.746308399903173e-06, 7.746308399903173e-06, 6.8349779999145645e-06]",0.2,"[0.0, 0.0, 0.0]",4,0.970950594,1072832.615,0.2,0.2,0.726271816,1,22,"[7.746308399903173e-06, 7.746308399903173e-06, 6.8349779999145645e-06]","[0.0, 0.0, 0.0]",4,114,0,0,1,0,0,0,0,1,0,5,,,
lSYMX6PmT34,17,40,0.983708263,0.248439033,0.345766245,0.315439019,1553921.079,0.6,0.724193937,3,"[0.15991583265250547, 0.16370821418845316, 0.17156901041666672]",0.4,"[0.10479983660130718, 0.10700571895424836, 0.11725898692810457]",5,0.983708263,1553921.079,0.4,0.6,0.724193937,0,3,"[0.15991583265250547, 0.16370821418845316, 0.17156901041666672]","[0.10479983660130718, 0.10700571895424836, 0.11725898692810457]",5,135,0,0,0,0,0,0,1,1,1,1,,,
LSZPNwZex9s,33,114,0.868040399,0.44323419,0.457694562,0.448484965,761912.7994,0.4,0.72520171,27,"[0.4596964126559715, 0.46170798768225196, 0.46552928893002443]",0.6,"[0.44868366927190456, 0.45741807212395447, 0.46059234882764294]",12,0.868040399,761912.7994,0.6,0.4,0.72520171,1,27,"[0.4596964126559715, 0.46170798768225196, 0.46552928893002443]","[0.44868366927190456, 0.45741807212395447, 0.46059234882764294]",12,136,0,0,0,0,0,0,1,1,0,5,,,
Lt_OS54FFFE,1,60,0.122291597,0.31749128,0.311294902,0.322931699,1395795.003,0.6,0.723811219,1,"[0.13243850626670425, 0.2710809756001166, 0.30883820194744577]",0.6,"[0.1328322440087146, 0.2656971677559913, 0.30039215686274506]",9,0.122291597,1395795.003,0.6,0.6,0.723811219,1,1,"[0.13243850626670425, 0.2710809756001166, 0.30883820194744577]","[0.1328322440087146, 0.2656971677559913, 0.30039215686274506]",9,152,0,0,1,0,0,0,0,1,0,4,,,
LT6n1HcJOio,21,30,0.881290899,0.249239998,0.206162432,0.230886441,1779457.302,0.8,0.723050952,9,"[0.45764234976397966, 0.4573701888162671, 0.45694313952432825]",1,"[0.4574074074074074, 0.45748910675381266, 0.457244008714597]",3,0.881290899,1779457.302,1,0.8,0.723050952,1,9,"[0.45764234976397966, 0.4573701888162671, 0.45694313952432825]","[0.4574074074074074, 0.45748910675381266, 0.457244008714597]",3,111,1,0,0,0,0,0,0,1,0,3,,,
lTerDhlAEMI,28,47,0.973385435,0.392621532,0.388521522,0.377820523,1233037.17,0.8,0.724778873,11,"[0.37599091614046765, 0.3752345394372437, 0.3745991193087403]",0.8,"[0.3078265204386839, 0.30269192422731805, 0.29621136590229313]",6,0.973385435,1233037.17,0.8,0.8,0.724778873,1,11,"[0.37599091614046765, 0.3752345394372437, 0.3745991193087403]","[0.3078265204386839, 0.30269192422731805, 0.29621136590229313]",6,178,0,0,0,0,0,1,0,0,0,4,,,
ltqssfzVyrw,0,28,0,0.310077949,0.270698885,0.28790854,1008909.004,0.2,0.724231355,34,"[0.14778371070650478, 0.10236670362589483, 0.26458197167755987]",0.4,"[0.08996265172735761, 0.0834967320261438, 0.2646358543417367]",4,0,1008909.004,0.4,0.2,0.724231355,1,34,"[0.14778371070650478, 0.10236670362589483, 0.26458197167755987]","[0.08996265172735761, 0.0834967320261438, 0.2646358543417367]",4,115,1,0,0,0,0,0,0,1,1,5,,,
LTunhRVyREU,4,30,0.566509507,0.160262309,0.596456789,0.365858216,706041.2832,0.8,0.724516296,5,"[0.0021834150326797384, 0.002889581557260586, 0.02569328999715828]",0.6,"[0.0, 0.0, 0.0]",9,0.566509507,706041.2832,0.6,0.8,0.724516296,1,5,"[0.0021834150326797384, 0.002889581557260586, 0.02569328999715828]","[0.0, 0.0, 0.0]",9,99,0,0,1,0,0,0,0,1,0,5,,,
Lu8To4CwPfg,17,30,0.987137774,0.27268571,0.332975377,0.310252883,1306325.376,0.4,0.725092603,8,"[0.0014237472766884533, 0.014061092955700795, 0.11469902868554831]",0.4,"[0.0, 0.0049673202614379085, 0.0592156862745098]",1,0.987137774,1306325.376,0.4,0.4,0.725092603,1,8,"[0.0014237472766884533, 0.014061092955700795, 0.11469902868554831]","[0.0, 0.0049673202614379085, 0.0592156862745098]",1,101,0,0,0,1,0,0,0,0,1,3,,,
LUOJSnR9z3k,0,31,0,0.092113401,0.191231987,0.134472244,223658.9045,0.2,0.722936016,9,"[0.0396728229219038, 0.03976257436735378, 0.03984152421652423]",0.6,"[0.03308195072900955, 0.033182503770739065, 0.03315736551030669]",4,0,223658.9045,0.6,0.2,0.722936016,1,9,"[0.0396728229219038, 0.03976257436735378, 0.03984152421652423]","[0.03308195072900955, 0.033182503770739065, 0.03315736551030669]",4,124,0,0,0,0,0,1,0,1,0,5,,,
lvBCvA1LE8o,6,31,0.708835673,0.644935833,0.714774995,0.677600756,790212.2008,0.6,0.72555558,8,"[0.5089798682154023, 0.5087588803637397, 0.5106569249076441]",0,"[0.507928388746803, 0.5074595055413469, 0.508695652173913]",6,0.708835673,790212.2008,0,0.6,0.72555558,0,8,"[0.5089798682154023, 0.5087588803637397, 0.5106569249076441]","[0.507928388746803, 0.5074595055413469, 0.508695652173913]",6,99,0,0,0,1,0,0,0,0,0,1,,,
