Video,Shot_Boundary,Video,Duration,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments
Gz-sC-vSIXk,1.0,Jn4B1gjHug0,32,Gz-sC-vSIXk,0.16866093149667025,urkrB7gNwMI,0.7095082947950364,VbHw6bnVc5Y,293991.42385,UC9qnjOUjss,0.0,VyLXZ2GQS7Y,0.7247300783793131,PAjWzgYjG0M,1.0,owGykVbfgUE,17,urkrB7gNwMI,0.47084086141370796,urkrB7gNwMI,0.7435669408714731,urkrB7gNwMI,"[0.001559177888022679, 0.001559177888022679, 0.001559177888022679]",UC9qnjOUjss,1.0,urkrB7gNwMI,"[0.001559177888022679, 0.001559177888022679, 0.001559177888022679]",urkrB7gNwMI,3,Ti6saRaKJYM,1
iyNQr8k622c,18.0,64KZVm0kWnc,31,iyNQr8k622c,0.9886994082884974,CtWirGxV7Q8,0.119671633095674,a0YTHkqtzOI,904964.4887907407,urkrB7gNwMI,0.2,4pcO7_S2WQs,0.7236910679123618,oDdZP2Ge6TY,1.0,4okCm_f1YMs,9,CtWirGxV7Q8,0.10756670541664398,CtWirGxV7Q8,0.128450164199296,CtWirGxV7Q8,"[0.12444240196078439, 0.12511816448801744, 0.1256480664488018]",urkrB7gNwMI,0.6,CtWirGxV7Q8,"[0.08294117647058823, 0.08266666666666667, 0.08269281045751634]",CtWirGxV7Q8,5,FHDKHKixKdY,4
hsvAj6qfmFQ,13.0,cw6x80Qdzak,104,hsvAj6qfmFQ,0.9744894033980523,8uO5PAD_CYA,0.4094530827642432,oh8-PifcIUQ,311968.62850322586,CtWirGxV7Q8,0.8,2o1TA0PG6pA,0.7230423167347908,BoKUmFuV7iQ,1.0,0rFt8QE4lkQ,16,8uO5PAD_CYA,0.35498426885146217,8uO5PAD_CYA,0.4207468602802489,8uO5PAD_CYA,"[0.2978496051198257, 0.2980076706608569, 0.2986513934277414]",CtWirGxV7Q8,0.6,8uO5PAD_CYA,"[0.30604575163398695, 0.306318082788671, 0.30620915032679735]",8uO5PAD_CYA,3,3JsyhaGHq_E,6
D5l-H3fj8Rw,27.0,up-FKa0aEuI,30,D5l-H3fj8Rw,0.9948131754904236,VyLXZ2GQS7Y,0.23225649326919465,I886RBjiODg,1420841.8322000003,8uO5PAD_CYA,0.0,Ti6saRaKJYM,0.7246811968177113,c0BCoeOf-Ys,1.0,urkrB7gNwMI,8,VyLXZ2GQS7Y,0.2981793947526949,VyLXZ2GQS7Y,0.28354812126614154,VyLXZ2GQS7Y,"[0.5998996105291434, 0.5917666644283283, 0.5788634837496643]",8uO5PAD_CYA,0.2,VyLXZ2GQS7Y,"[0.707655116841257, 0.6889605157131347, 0.6658071447757186]",VyLXZ2GQS7Y,2,ZcgzoGU141o,11
OGqfFQdSbIw,30.0,mz0N-jVrRWU,61,OGqfFQdSbIw,0.9402859586706308,4pcO7_S2WQs,0.16170876699180875,DKAPJyFAzs8,626395.1488297873,VyLXZ2GQS7Y,0.8,UTGaYkbvse0,0.7268771529197693,0Vxjh6KJi8E,1.0,CtWirGxV7Q8,33,4pcO7_S2WQs,0.1154534613324114,4pcO7_S2WQs,0.18701717042308771,4pcO7_S2WQs,"[0.0, 0.0, 0.0]",VyLXZ2GQS7Y,0.6,4pcO7_S2WQs,"[0.0, 0.0, 0.0]",4pcO7_S2WQs,1,U-knPQ9H_pg,4
xw1NIDFUdJI,6.0,rt7JZSrDJA8,120,xw1NIDFUdJI,0.5916727785823275,Ti6saRaKJYM,0.3578882879375977,4_IbqebS7hQ,1298247.7835,4pcO7_S2WQs,0.8,3JsyhaGHq_E,0.7254397848556782,QfwhI5N95y8,1.0,Z8yW5cyXXRc,8,Ti6saRaKJYM,0.3034088735586741,Ti6saRaKJYM,0.4130850119293084,Ti6saRaKJYM,"[0.3201087514562723, 0.324298656773888, 0.32760857867819826]",4pcO7_S2WQs,0.2,Ti6saRaKJYM,"[0.30516557076002604, 0.30914637758426633, 0.31303832711332263]",Ti6saRaKJYM,5,JqfCxPdrv1U,5
pR236CYNZfg,29.0,wvWHNkLSDkg,74,pR236CYNZfg,0.9969954265557696,UTGaYkbvse0,0.6608964222912715,PoUfNATA7R8,1319321.9617,Ti6saRaKJYM,0.2,ZcgzoGU141o,0.7255876731872558,C_8TGTKdrlY,1.0,8uO5PAD_CYA,13,UTGaYkbvse0,0.7241041520201676,UTGaYkbvse0,0.5852211566433669,UTGaYkbvse0,"[0.8741384350036314, 0.8735011801016701, 0.8721729302832246]",Ti6saRaKJYM,0.4,UTGaYkbvse0,"[0.8999564270152505, 0.8994771241830065, 0.8983006535947712]",UTGaYkbvse0,1,a2RY14Zqdvw,11
eeVelhH-aIU,4.0,R-hl57xTLE8,80,eeVelhH-aIU,0.4689955935892812,3JsyhaGHq_E,0.6782021103836993,DwhTYFwfACA,2182633.3383071427,UTGaYkbvse0,0.0,BGs8PDQmbLQ,0.7251709550619125,0eN9KP6lOZs,1.0,VyLXZ2GQS7Y,26,3JsyhaGHq_E,0.6716752745673665,3JsyhaGHq_E,0.6912853379254553,3JsyhaGHq_E,"[0.5745729790758891, 0.6196655149328252, 0.6170178320170658]",UTGaYkbvse0,0.0,3JsyhaGHq_E,"[0.5736247276688453, 0.6183687363834423, 0.6159041394335512]",3JsyhaGHq_E,5,I9Bv1J0wK3k,5
rw5arTc26-0,33.0,LagGSTiSnto,93,rw5arTc26-0,0.9998393017810484,ZcgzoGU141o,0.4293003251179789,pNTu9RjThRM,1407438.9770666666,3JsyhaGHq_E,1.0,JqfCxPdrv1U,0.7243909239768982,xTpv9lc_qMw,0.0,4pcO7_S2WQs,17,ZcgzoGU141o,0.30304714997043164,ZcgzoGU141o,0.4719487528752317,ZcgzoGU141o,"[0.0, 0.0, 0.0]",3JsyhaGHq_E,0.6,ZcgzoGU141o,"[0.0, 0.0, 0.0]",ZcgzoGU141o,5,EHu2hoc9ulE,1
TNCJh9WwU6w,20.0,1j6YA03hm4k,32,TNCJh9WwU6w,0.9182958340544896,BGs8PDQmbLQ,0.4422000275716908,EKjWRiNXV00,1285724.6243190477,ZcgzoGU141o,1.0,a2RY14Zqdvw,0.7249109610434501,N2muWKtHCnc,1.0,Ti6saRaKJYM,10,BGs8PDQmbLQ,0.4918802932757844,BGs8PDQmbLQ,0.4157172859006428,BGs8PDQmbLQ,"[0.5333700980392158, 0.5341459014161218, 0.5350754584241104]",ZcgzoGU141o,0.4,BGs8PDQmbLQ,"[0.5101307189542484, 0.5096405228758171, 0.5103485838779956]",BGs8PDQmbLQ,4,PHLxK2QKZ4Q,25
23kdGfzDaCs,9.0,7is6r6zXFDc,63,23kdGfzDaCs,0.9709505944546686,JqfCxPdrv1U,0.24033052808919356,iqEEQpleFJQ,1125629.0659747422,U-knPQ9H_pg,0.0,I9Bv1J0wK3k,0.7249422991275787,FqvLcVBOhP4,1.0,FHDKHKixKdY,34,JqfCxPdrv1U,0.21860781687524114,JqfCxPdrv1U,0.2344119587154323,JqfCxPdrv1U,"[0.21006395526960786, 0.2108518007897603, 0.21154211771514153]",U-knPQ9H_pg,0.0,JqfCxPdrv1U,"[0.19781454248366015, 0.19744689542483662, 0.19673202614379084]",JqfCxPdrv1U,3,Ggg0bsUfLBk,6
GM2C0fiZcp8,6.0,ZZUyZmYbfbY,96,GM2C0fiZcp8,0.7088356733321961,a2RY14Zqdvw,0.4109532056590684,X96RjH8WC5o,549203.2790387097,JqfCxPdrv1U,1.0,EHu2hoc9ulE,0.7258420851495531,intua_p4kE0,1.0,3JsyhaGHq_E,9,a2RY14Zqdvw,0.4422001732705853,a2RY14Zqdvw,0.3950795200481916,a2RY14Zqdvw,"[0.5717540097179223, 0.5735870313037497, 0.5748174664602682]",JqfCxPdrv1U,0.8,a2RY14Zqdvw,"[0.5769607843137254, 0.5823400412796698, 0.5871388028895769]",a2RY14Zqdvw,4,wrIZnC8q7RQ,4
bwz98athxQ8,67.0,jlWwjUZUROA,16,bwz98athxQ8,0.9825606664869174,I9Bv1J0wK3k,0.38646630901832574,yr78_7Kip3Q,1397559.0888306452,a2RY14Zqdvw,0.8,PHLxK2QKZ4Q,0.7256895542144776,GURvHJNmGrc,1.0,ZcgzoGU141o,18,I9Bv1J0wK3k,0.4292260319173757,I9Bv1J0wK3k,0.3348962526971318,I9Bv1J0wK3k,"[0.4729693775100409, 0.4732878737170908, 0.47382914008977123]",a2RY14Zqdvw,0.6,I9Bv1J0wK3k,"[0.48195133475076773, 0.4820930781951335, 0.4817623434916135]",I9Bv1J0wK3k,4,F_M7zOew2Pc,22
By0S8NpLPH4,3.0,pSe40tX-oTA,30,By0S8NpLPH4,0.4586858162005403,EHu2hoc9ulE,0.4433139893452536,R2QRUN_gO74,898116.9905295122,I9Bv1J0wK3k,0.0,PqyiFtLnKkc,0.7247365673383077,PD8p6KzcL2w,1.0,U-knPQ9H_pg,17,EHu2hoc9ulE,0.3766177107953583,EHu2hoc9ulE,0.4553944165145311,EHu2hoc9ulE,"[0.3885734386347131, 0.3893489469862019, 0.39137999273783597]",I9Bv1J0wK3k,0.6,EHu2hoc9ulE,"[0.31058823529411766, 0.31159041394335507, 0.3149019607843137]",EHu2hoc9ulE,4,MQfikxbS4zE,9
nVtWGS1bAtU,7.0,D5MLutafypY,15,nVtWGS1bAtU,0.783776947484701,PHLxK2QKZ4Q,0.5029205007625694,WZElUMthBPI,3436811.7200718746,EHu2hoc9ulE,0.0,wrIZnC8q7RQ,0.7238072991371155,LeJVNum2zwY,1.0,JqfCxPdrv1U,21,PHLxK2QKZ4Q,0.43506910523523545,PHLxK2QKZ4Q,0.4869366763999837,PHLxK2QKZ4Q,"[0.42565132534495237, 0.45519057507262173, 0.4592984068627451]",EHu2hoc9ulE,0.0,PHLxK2QKZ4Q,"[0.39428104575163403, 0.42538126361655776, 0.426661220043573]",PHLxK2QKZ4Q,4,a05vigJA4SY,1
vQYStgWhejA,88.0,bCxiuuJVT-8,36,vQYStgWhejA,0.1537421803287619,PqyiFtLnKkc,0.4807589191402219,kxTo6d34mUM,1032722.7025233335,PHLxK2QKZ4Q,0.6,zAGRVQG2dyc,0.7257067372924403,MX9qu69-NiM,1.0,a2RY14Zqdvw,26,PqyiFtLnKkc,0.5132514240644145,PqyiFtLnKkc,0.4528483003052976,PqyiFtLnKkc,"[0.6086129084967318, 0.5968962962962968, 0.5858340958605662]",PHLxK2QKZ4Q,0.6,PqyiFtLnKkc,"[0.6902745098039216, 0.681437908496732, 0.6687843137254902]",PqyiFtLnKkc,5,WA1h9h7-_Z4,1
eke4s0erdgs,39.0,s6rrXuFM9TI,15,eke4s0erdgs,0.934068055375491,wrIZnC8q7RQ,0.3170319759540417,VJwFUNHtCJQ,1260364.13145,PqyiFtLnKkc,1.0,F_M7zOew2Pc,0.7239506578445435,1t7rSZT_77E,1.0,I9Bv1J0wK3k,10,wrIZnC8q7RQ,0.23447367788112744,wrIZnC8q7RQ,0.3388850638349269,wrIZnC8q7RQ,"[0.0, 0.0, 0.0]",PqyiFtLnKkc,0.4,wrIZnC8q7RQ,"[0.0, 0.0, 0.0]",wrIZnC8q7RQ,1,4JhzwNuo75M,6
czYixQFLbd4,35.0,XVLBEsG0MH4,91,czYixQFLbd4,0.9842399889605548,zAGRVQG2dyc,0.3935920774880192,SYF_EP4tmaY,2058218.256833333,wrIZnC8q7RQ,0.6,MQfikxbS4zE,0.7240004756233909,BZ1Y2-KV1kg,1.0,EHu2hoc9ulE,18,zAGRVQG2dyc,0.2901590458984169,zAGRVQG2dyc,0.4344443196389664,zAGRVQG2dyc,"[0.0026427962489343564, 0.0026427962489343564, 0.0026427962489343564]",wrIZnC8q7RQ,0.6,zAGRVQG2dyc,"[0.0026427962489343564, 0.0026427962489343564, 0.0026427962489343564]",zAGRVQG2dyc,5,W-dbAzEERb8,11
IwrstxuicZk,8.0,NQhwNtY3N2k,60,IwrstxuicZk,0.8366407419411673,F_M7zOew2Pc,0.2323667352132228,SPyoiOTdHio,1400871.4191844445,zAGRVQG2dyc,0.8,a05vigJA4SY,0.7239186366399131,_TBd-UCwVAY,1.0,PHLxK2QKZ4Q,22,F_M7zOew2Pc,0.15151675976274512,F_M7zOew2Pc,0.24566267938527436,F_M7zOew2Pc,"[1.2549019607843138e-05, 1.2549019607843138e-05, 1.2549019607843138e-05]",zAGRVQG2dyc,0.6,F_M7zOew2Pc,"[0.0, 0.0, 0.0]",F_M7zOew2Pc,2,sgG6uztmhA0,6
uoABty_zE00,42.0,_hnOCUkbix0,63,uoABty_zE00,0.8812908992306927,MQfikxbS4zE,0.2716878379493464,BntPVmeo7ro,1147550.5774764705,F_M7zOew2Pc,0.8,WA1h9h7-_Z4,0.7243180390327207,sWVKynMQTTI,1.0,PqyiFtLnKkc,2,MQfikxbS4zE,0.15810957147427776,MQfikxbS4zE,0.3617761835763979,MQfikxbS4zE,"[0.02569747684349814, 0.02797804142106741, 0.031820416817033556]",F_M7zOew2Pc,0.4,MQfikxbS4zE,"[0.00947912907494286, 0.009695657404065921, 0.009695657404065921]",MQfikxbS4zE,2,WTHkY42X8FI,1
-kwRrnS5vV4,10.0,excxIZ4wUvg,60,-kwRrnS5vV4,1.0,a05vigJA4SY,0.3136583162573188,yIkwq8keNBI,1173282.752,MQfikxbS4zE,0.4,4JhzwNuo75M,0.7247357290042075,eBDXxtnRp4Y,1.0,wrIZnC8q7RQ,11,a05vigJA4SY,0.23603187214589386,a05vigJA4SY,0.3004298350904575,a05vigJA4SY,"[0.0, 0.0, 0.0]",MQfikxbS4zE,0.6,a05vigJA4SY,"[0.0, 0.0, 0.0]",a05vigJA4SY,3,a0YTHkqtzOI,5
yQxTNjQe0Xs,1.0,uA-_HGiV6eM,62,yQxTNjQe0Xs,0.21084230031853213,WA1h9h7-_Z4,0.3706115505115295,fwcYbo7pjto,1064483.9887879998,a05vigJA4SY,0.2,W-dbAzEERb8,0.7239094376564026,x4nH_YW2F1s,1.0,F_M7zOew2Pc,6,WA1h9h7-_Z4,0.3642481678018226,WA1h9h7-_Z4,0.3262701319232204,WA1h9h7-_Z4,"[0.34499970241959915, 0.4121174198156084, 0.4362020625027055]",a05vigJA4SY,0.6,WA1h9h7-_Z4,"[0.32210102584079986, 0.3919231268666407, 0.41538761199844176]",WA1h9h7-_Z4,5,86IpU3g-S8Q,6
R-hl57xTLE8,43.0,lOGdCg61QoE,40,R-hl57xTLE8,0.9959386076315956,4JhzwNuo75M,0.4191766164094036,IQovoot_ZUM,1687806.5449203542,WA1h9h7-_Z4,0.2,sgG6uztmhA0,0.7241845130920409,31pEZWaIhr0,1.0,MQfikxbS4zE,8,4JhzwNuo75M,0.3688155972724447,4JhzwNuo75M,0.4701209251936701,4JhzwNuo75M,"[0.32831541218638005, 0.3280109128829689, 0.32838271983893724]",WA1h9h7-_Z4,0.2,4JhzwNuo75M,"[0.3166244992620704, 0.3171621336706726, 0.3197238034998946]",4JhzwNuo75M,4,1z-36uCr9XI,1
Jv5StAv77Dg,1.0,FCOlOcMk8XI,15,Jv5StAv77Dg,0.21084230031853213,W-dbAzEERb8,0.2484211863627168,XG0_olXLkKg,1028710.3242723215,4JhzwNuo75M,1.0,WTHkY42X8FI,0.7245598276456197,0etzTTWyISw,-1.0,a05vigJA4SY,21,W-dbAzEERb8,0.2500536787462991,W-dbAzEERb8,0.20871567373350505,W-dbAzEERb8,"[0.2555979763700353, 0.25819989106753816, 0.262365929277694]",4JhzwNuo75M,0.8,W-dbAzEERb8,"[0.17400703871292106, 0.17601809954751133, 0.17973856209150327]",W-dbAzEERb8,5,_U_4J_e6tQM,1
7GKuZu9xkj0,17.0,xwNe5Kqi3Ho,30,7GKuZu9xkj0,0.9871377743721864,sgG6uztmhA0,0.2712518483685812,DkcuzQRpVuE,1357334.865653333,W-dbAzEERb8,0.2,aYnA8TCzUvc,0.7266616476209541,m8Ihwi_w_xQ,1.0,WA1h9h7-_Z4,6,sgG6uztmhA0,0.3026758309529888,sgG6uztmhA0,0.18935615744324047,sgG6uztmhA0,"[0.4313407830237358, 0.4300823443412452, 0.4290055254557963]",W-dbAzEERb8,0.2,sgG6uztmhA0,"[0.40312177502579977, 0.40175438596491225, 0.40064499484004124]",sgG6uztmhA0,2,dZmuTGFusIs,14
-UP6DuhIc4s,11.0,3k3HkjXcduA,30,-UP6DuhIc4s,0.7292739418449411,WTHkY42X8FI,0.27213762163620603,fF0ZmIf7H9k,1363494.1585123076,sgG6uztmhA0,0.8,86IpU3g-S8Q,0.7246490865945816,TYIeVjKlPTw,0.0,4JhzwNuo75M,9,WTHkY42X8FI,0.2798389717863561,WTHkY42X8FI,0.2468143226181111,WTHkY42X8FI,"[0.278600816993464, 0.2769458605664488, 0.2755090413943354]",sgG6uztmhA0,0.4,WTHkY42X8FI,"[0.22219607843137254, 0.22196078431372548, 0.221281045751634]",WTHkY42X8FI,5,Iy5jiYWuNKo,4
JOOfRE4m7PE,61.0,zFubzSu2AOE,20,JOOfRE4m7PE,0.6167482598263909,aYnA8TCzUvc,0.6912985890145985,WlNH9bzju8U,1176341.4768662502,WTHkY42X8FI,0.6,1z-36uCr9XI,0.7244255360629823,NmannAYiwh0,1.0,W-dbAzEERb8,34,aYnA8TCzUvc,0.5109434187005092,aYnA8TCzUvc,0.6929778822327989,aYnA8TCzUvc,"[0.0013359189829778065, 0.0013359189829778065, 0.0013359189829778065]",WTHkY42X8FI,0.8,aYnA8TCzUvc,"[0.0013359189829778065, 0.0013359189829778065, 0.0013359189829778065]",aYnA8TCzUvc,4,gMa5xYEMyls,11
t7kxPYzigCQ,15.0,AZ56zUxpXes,55,t7kxPYzigCQ,1.0,86IpU3g-S8Q,0.5476244126329983,64G5FfG2Xpg,524656.7585743903,aYnA8TCzUvc,0.2,_U_4J_e6tQM,0.7231100909411907,377kVIgBOJQ,1.0,sgG6uztmhA0,5,86IpU3g-S8Q,0.5357581422193287,86IpU3g-S8Q,0.5817332553549004,86IpU3g-S8Q,"[0.5944680691721135, 0.594318287037037, 0.5932275326797387]",aYnA8TCzUvc,0.6,86IpU3g-S8Q,"[0.5438562091503268, 0.5417320261437909, 0.5379084967320261]",86IpU3g-S8Q,5,ThgaRoMvgXs,10
97z8WZXrCCo,21.0,hi5TfqXrplM,53,97z8WZXrCCo,0.8812908992306927,1z-36uCr9XI,0.4284826136337125,rHCLxSNz3P0,227024.5951766667,86IpU3g-S8Q,0.8,3UOGKO7tM34,0.7253709087769191,kqT_5f08Nxs,1.0,WTHkY42X8FI,21,1z-36uCr9XI,0.39643382787521664,1z-36uCr9XI,0.4379182320433984,1z-36uCr9XI,"[0.40300779815671595, 0.40279652731879273, 0.4028679912976426]",86IpU3g-S8Q,0.2,1z-36uCr9XI,"[0.4044503194536242, 0.40436219431592857, 0.40517735183961223]",1z-36uCr9XI,4,rUFnH7KYMFE,8
oSFnotAmcoA,29.0,owGykVbfgUE,32,oSFnotAmcoA,0.9982545693874832,_U_4J_e6tQM,0.2191871118588214,nkBBsOEY8PU,1219978.54767,1z-36uCr9XI,0.4,Iy5jiYWuNKo,0.7239385559445336,_oACRt-Qp-s,1.0,aYnA8TCzUvc,21,_U_4J_e6tQM,0.17923666745293562,_U_4J_e6tQM,0.2368145594798687,_U_4J_e6tQM,"[0.2009983031674208, 0.2012346290011732, 0.20164150222054636]",1z-36uCr9XI,1.0,_U_4J_e6tQM,"[0.17620663650075413, 0.17804172951231775, 0.17965057817998994]",_U_4J_e6tQM,5,GgiDBuBxl6w,6
-2L1zQkJ8UA,29.0,GMovhjpIegg,31,-2L1zQkJ8UA,1.0,dZmuTGFusIs,0.4565376190993197,dqxBrcgtX-A,910386.5863822581,_U_4J_e6tQM,0.0,gMa5xYEMyls,0.7253744959831238,ie621R03ZcU,1.0,86IpU3g-S8Q,8,dZmuTGFusIs,0.44435478632309616,dZmuTGFusIs,0.4257300669068131,dZmuTGFusIs,"[0.18279801693404646, 0.508816984180036, 0.4944720643939395]",_U_4J_e6tQM,1.0,dZmuTGFusIs,"[0.19264705882352942, 0.5120098039215686, 0.5108288770053475]",dZmuTGFusIs,4,laot_Eomr3s,6
x09iroEd63Y,12.0,UC9qnjOUjss,117,x09iroEd63Y,0.8812908992306927,Iy5jiYWuNKo,0.18941341548021187,Tjnddp_pOac,1246298.5538421052,dZmuTGFusIs,1.0,sV6ITSt4jzM,0.7258367869589064,ZY0cdXr_1MA,1.0,1z-36uCr9XI,19,Iy5jiYWuNKo,0.20208721754502984,Iy5jiYWuNKo,0.20371727055397235,Iy5jiYWuNKo,"[0.16095717660001294, 0.15367760305442307, 0.14808479745033332]",dZmuTGFusIs,0.2,Iy5jiYWuNKo,"[0.17099592312172393, 0.16556008542030676, 0.16142496602601436]",Iy5jiYWuNKo,3,qAGVilt3Rls,1
tOpsnNf9Wj0,35.0,urkrB7gNwMI,28,tOpsnNf9Wj0,0.9798687566511528,gMa5xYEMyls,0.5639876076207592,A01uRcmyuWc,1113579.051966667,Iy5jiYWuNKo,1.0,rUFnH7KYMFE,0.723495574373948,H6JzeAHCd98,1.0,_U_4J_e6tQM,21,gMa5xYEMyls,0.4814488952797029,gMa5xYEMyls,0.5256289323340555,gMa5xYEMyls,"[0.001474001701137076, 0.0007857686453576865, 0.0008803943952010026]",Iy5jiYWuNKo,0.2,gMa5xYEMyls,"[0.0, 0.0, 0.0]",gMa5xYEMyls,3,Kjmq-ADfcGw,6
PTXV1QRAsko,5.0,9xGRii6IA1M,47,PTXV1QRAsko,0.3372900666170139,sV6ITSt4jzM,0.7197025226026458,kTaCT8ZmdJA,484331.1622772857,gMa5xYEMyls,0.2,aSdqsA3fzLA,0.7253578677773476,83nS4EGKU04,1.0,dZmuTGFusIs,1,sV6ITSt4jzM,0.7352023443368738,sV6ITSt4jzM,0.6880901568703099,sV6ITSt4jzM,"[0.8170232389251995, 0.8170775689905594, 0.816572031590414]",gMa5xYEMyls,0.4,sV6ITSt4jzM,"[0.836644880174292, 0.8374727668845315, 0.8377995642701525]",sV6ITSt4jzM,2,1zPYW6Ipgok,15
XqORbzbEfoM,39.0,LeJVNum2zwY,76,XqORbzbEfoM,0.9647995485050872,rUFnH7KYMFE,0.252787050638772,29dlGyKAySY,2138559.76965625,sV6ITSt4jzM,0.0,laot_Eomr3s,0.72524746154484,MBToS72o8gM,1.0,Iy5jiYWuNKo,12,rUFnH7KYMFE,0.2451380744028956,rUFnH7KYMFE,0.2327862258786565,rUFnH7KYMFE,"[0.3110372742286878, 0.310790375289901, 0.3100409375219621]",sV6ITSt4jzM,1.0,rUFnH7KYMFE,"[0.202045119122918, 0.20257221168037107, 0.20360531309297913]",rUFnH7KYMFE,5,5WQWX81M8R8,9
uLTIowBF0kE,3.0,8uO5PAD_CYA,15,uLTIowBF0kE,0.4488644887230294,aSdqsA3fzLA,0.6404905399495724,w2DZN3NWefA,922450.281814815,rUFnH7KYMFE,0.2,qAGVilt3Rls,0.7230587999025979,1I4Dpq1PQjA,1.0,gMa5xYEMyls,12,aSdqsA3fzLA,0.6465898088520863,aSdqsA3fzLA,0.6356704550514906,aSdqsA3fzLA,"[0.7839080655410313, 0.7836102033405955, 0.7825720542846768]",rUFnH7KYMFE,0.2,aSdqsA3fzLA,"[0.7725490196078432, 0.7724400871459696, 0.7686274509803922]",aSdqsA3fzLA,2,taMDXh7yBIA,5
5ukZqmjvAFA,28.0,VyLXZ2GQS7Y,30,5ukZqmjvAFA,0.35335933502142136,laot_Eomr3s,0.4907178695002718,6CbQOLqZ8IA,2767397.679666666,aSdqsA3fzLA,0.8,Kjmq-ADfcGw,0.7237696720629322,2qdW7ramMr4,1.0,sV6ITSt4jzM,28,laot_Eomr3s,0.4837731301507828,laot_Eomr3s,0.4180600567388485,laot_Eomr3s,"[0.5395315305609425, 0.5471233749910219, 0.5495041927027223]",aSdqsA3fzLA,0.2,laot_Eomr3s,"[0.532191338073691, 0.5355742296918768, 0.5404438698556345]",laot_Eomr3s,4,pwF74hxbs6o,1
hmXp5nrGSwQ,12.0,Ti6saRaKJYM,110,hmXp5nrGSwQ,0.74959525725948,qAGVilt3Rls,0.17114179594516565,bGJSEEx2pXc,1431533.2297040003,laot_Eomr3s,0.8,1zPYW6Ipgok,0.7254723707834879,Hs6AebdPhSU,1.0,rUFnH7KYMFE,16,qAGVilt3Rls,0.1407775066139852,qAGVilt3Rls,0.1911270193097232,qAGVilt3Rls,"[0.10858041196276493, 0.14294383788869092, 0.1597462368785899]",laot_Eomr3s,0.4,qAGVilt3Rls,"[0.08753713606654782, 0.12052881758764111, 0.133184789067142]",qAGVilt3Rls,5,XIDHrWQe5FQ,15
XP3cyRRAfX0,24.0,UTGaYkbvse0,15,XP3cyRRAfX0,0.9629004147713268,Kjmq-ADfcGw,0.3002823501531459,ZY0cdXr_1MA,1463846.3491866663,qAGVilt3Rls,0.2,5WQWX81M8R8,0.7235069397617789,PdBQS8lp4xY,1.0,GgiDBuBxl6w,21,Kjmq-ADfcGw,0.2626901234294361,Kjmq-ADfcGw,0.3311130197206327,Kjmq-ADfcGw,"[0.1834959284260152, 0.2005127638487089, 0.1982224030322512]",qAGVilt3Rls,1.0,Kjmq-ADfcGw,"[0.17403567984570878, 0.1911362905818065, 0.18923979427836707]",Kjmq-ADfcGw,5,VyM9ok6Z3PY,1
-KSKkmypTZM,4.0,3JsyhaGHq_E,48,-KSKkmypTZM,0.8366407419411673,1zPYW6Ipgok,0.8799564163757817,WhF7dQl4Ico,2376259.2440299997,Kjmq-ADfcGw,1.0,G1FV7dND0NY,0.7241448201239109,-g8vTq06KUI,1.0,laot_Eomr3s,12,1zPYW6Ipgok,0.8800413094058676,1zPYW6Ipgok,0.8929391328363696,1zPYW6Ipgok,"[0.9006532083554141, 0.9006449832185125, 0.9006371996996996]",Kjmq-ADfcGw,0.4,1zPYW6Ipgok,"[0.9034976152623212, 0.9034976152623212, 0.9034976152623212]",1zPYW6Ipgok,5,gvEvRBeYO2M,9
dJaLU0w5Do4,0.0,ZcgzoGU141o,40,dJaLU0w5Do4,0.0,5WQWX81M8R8,0.2948637304765925,fk_YSO0py7s,1701959.2333333334,1zPYW6Ipgok,0.2,pwF74hxbs6o,0.7252110242843628,uQereoIxioI,1.0,qAGVilt3Rls,21,5WQWX81M8R8,0.2710759900141337,5WQWX81M8R8,0.3195775006696042,5WQWX81M8R8,"[0.3332813406427658, 0.3335668049270989, 0.3338517616119426]",1zPYW6Ipgok,0.6,5WQWX81M8R8,"[0.33148857176006497, 0.33146536721197356, 0.3295625942684766]",5WQWX81M8R8,3,1sElYG7LmUU,1
jPoM2o9kIBM,4.0,BGs8PDQmbLQ,15,jPoM2o9kIBM,0.5665095065529053,G1FV7dND0NY,0.3962895048665378,vyeTdmBn_x0,694125.0915399999,5WQWX81M8R8,0.0,XIDHrWQe5FQ,0.7242586255073548,Es_uivijpek,1.0,fwcYbo7pjto,28,G1FV7dND0NY,0.392171351087291,G1FV7dND0NY,0.3784695751339258,G1FV7dND0NY,"[0.22384177913589678, 0.36230588447500234, 0.3864793417366946]",5WQWX81M8R8,0.8,G1FV7dND0NY,"[0.17789661319073086, 0.37835497835497833, 0.403335879806468]",G1FV7dND0NY,5,UQtqa5F88LM,30
