Video,Shot_Boundary,Video,Duration,Video,Shot_Boundary,Video.1,Duration,Video.2,Entropy,Video.3,Average_Intensities_60,Video.4,Optical_Flow,Video.5,Funny,Video.6,Average_Memorability,Video.7,Language,Video.8,Topics,Video.9,Average_Intensities,Video.10,Average_Intensities_30,Video.11,Average_Hue,Video.12,Exciting,Video.13,Median_Hue,Video.14,Effectiveness,Video.15,Sentiments,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments,NAME ,KEY,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat
tpD4ZPamt68,18,nkBBsOEY8PU,20,tpD4ZPamt68,18,nkBBsOEY8PU,20,tpD4ZPamt68,0.721928095,nkBBsOEY8PU,0.303503557,nkBBsOEY8PU,1219978.548,nkBBsOEY8PU,0.4,nkBBsOEY8PU,0.723927617,pv4WZkppmTU,1,nkBBsOEY8PU,2,nkBBsOEY8PU,0.299957186,nkBBsOEY8PU,0.300838605,nkBBsOEY8PU,"[0.23150198641548125, 0.2829122132513136, 0.31461848007176724]",nkBBsOEY8PU,0.4,nkBBsOEY8PU,"[0.23256439830834294, 0.2704728950403691, 0.29365628604382926]",nkBBsOEY8PU,3,nkBBsOEY8PU,30,tpD4ZPamt68,0.721928095,nkBBsOEY8PU,0.303503557,nkBBsOEY8PU,1219978.548,nkBBsOEY8PU,0.4,nkBBsOEY8PU,0.723927617,pv4WZkppmTU,1,nkBBsOEY8PU,2,nkBBsOEY8PU,0.299957186,nkBBsOEY8PU,0.300838605,nkBBsOEY8PU,"[0.23150198641548125, 0.2829122132513136, 0.31461848007176724]",nkBBsOEY8PU,0.4,nkBBsOEY8PU,"[0.23256439830834294, 0.2704728950403691, 0.29365628604382926]",nkBBsOEY8PU,3,nkBBsOEY8PU,30,,,,,,,,,,,,
tpeEqt3kpKM,22,Nkk7SYkUbLQ,60,tpeEqt3kpKM,22,Nkk7SYkUbLQ,60,tpeEqt3kpKM,0.836640742,Nkk7SYkUbLQ,0.46668147,Nkk7SYkUbLQ,428217.2926,Nkk7SYkUbLQ,0.6,Nkk7SYkUbLQ,0.725254802,pV7-cwgRjL0,1,Nkk7SYkUbLQ,16,Nkk7SYkUbLQ,0.344249382,Nkk7SYkUbLQ,0.487021532,Nkk7SYkUbLQ,"[0.050980392156862744, 0.050980392156862744, 0.050980392156862744]",Nkk7SYkUbLQ,0.4,Nkk7SYkUbLQ,"[0.050980392156862744, 0.050980392156862744, 0.050980392156862744]",Nkk7SYkUbLQ,3,Nkk7SYkUbLQ,10,tpeEqt3kpKM,0.836640742,Nkk7SYkUbLQ,0.46668147,Nkk7SYkUbLQ,428217.2926,Nkk7SYkUbLQ,0.6,Nkk7SYkUbLQ,0.725254802,pV7-cwgRjL0,1,Nkk7SYkUbLQ,16,Nkk7SYkUbLQ,0.344249382,Nkk7SYkUbLQ,0.487021532,Nkk7SYkUbLQ,"[0.050980392156862744, 0.050980392156862744, 0.050980392156862744]",Nkk7SYkUbLQ,0.4,Nkk7SYkUbLQ,"[0.050980392156862744, 0.050980392156862744, 0.050980392156862744]",Nkk7SYkUbLQ,3,Nkk7SYkUbLQ,10,,,,,,,,,,,,
tqn06X3AuFk,4,nlpZRK2Yfd0,60,tqn06X3AuFk,4,nlpZRK2Yfd0,60,tqn06X3AuFk,0.566509507,nlpZRK2Yfd0,0.468961529,nlpZRK2Yfd0,1661672.839,nlpZRK2Yfd0,0.2,nlpZRK2Yfd0,0.724498401,pvVNY2YC5zI,1,nlpZRK2Yfd0,8,nlpZRK2Yfd0,0.464136854,nlpZRK2Yfd0,0.458132967,nlpZRK2Yfd0,"[0.4498125816993462, 0.4799538126361655, 0.4789712418300653]",nlpZRK2Yfd0,1,nlpZRK2Yfd0,"[0.4456078431372549, 0.4840653594771242, 0.483281045751634]",nlpZRK2Yfd0,5,nlpZRK2Yfd0,14,tqn06X3AuFk,0.566509507,nlpZRK2Yfd0,0.468961529,nlpZRK2Yfd0,1661672.839,nlpZRK2Yfd0,0.2,nlpZRK2Yfd0,0.724498401,pvVNY2YC5zI,1,nlpZRK2Yfd0,8,nlpZRK2Yfd0,0.464136854,nlpZRK2Yfd0,0.458132967,nlpZRK2Yfd0,"[0.4498125816993462, 0.4799538126361655, 0.4789712418300653]",nlpZRK2Yfd0,1,nlpZRK2Yfd0,"[0.4456078431372549, 0.4840653594771242, 0.483281045751634]",nlpZRK2Yfd0,5,nlpZRK2Yfd0,14,,,,,,,,,,,,
tqYVWN0AUuo,26,Nlw1YnVW58c,44,tqYVWN0AUuo,26,Nlw1YnVW58c,44,tqYVWN0AUuo,0.879881309,Nlw1YnVW58c,0.52005357,Nlw1YnVW58c,2093401.743,Nlw1YnVW58c,0.8,Nlw1YnVW58c,0.72558324,pw6JRuItcus,1,Nlw1YnVW58c,2,Nlw1YnVW58c,0.54527428,Nlw1YnVW58c,0.508768265,Nlw1YnVW58c,"[0.620742009556348, 0.6213582825807088, 0.6218356976629037]",Nlw1YnVW58c,0.6,Nlw1YnVW58c,"[0.6268568033273916, 0.6280748663101604, 0.629367201426025]",Nlw1YnVW58c,5,Nlw1YnVW58c,6,tqYVWN0AUuo,0.879881309,Nlw1YnVW58c,0.52005357,Nlw1YnVW58c,2093401.743,Nlw1YnVW58c,0.8,Nlw1YnVW58c,0.72558324,pw6JRuItcus,1,Nlw1YnVW58c,2,Nlw1YnVW58c,0.54527428,Nlw1YnVW58c,0.508768265,Nlw1YnVW58c,"[0.620742009556348, 0.6213582825807088, 0.6218356976629037]",Nlw1YnVW58c,0.6,Nlw1YnVW58c,"[0.6268568033273916, 0.6280748663101604, 0.629367201426025]",Nlw1YnVW58c,5,Nlw1YnVW58c,6,,,,,,,,,,,,
tr3dFSzh1yU,52,NmannAYiwh0,33,tr3dFSzh1yU,52,NmannAYiwh0,33,tr3dFSzh1yU,0.566509507,NmannAYiwh0,0.319087705,NmannAYiwh0,1530648.775,NmannAYiwh0,1,NmannAYiwh0,0.724215522,pwF74hxbs6o,1,NmannAYiwh0,4,NmannAYiwh0,0.292558927,NmannAYiwh0,0.340443281,NmannAYiwh0,"[0.14953531412565024, 0.1501947445644925, 0.15009637188208613]",NmannAYiwh0,0.4,NmannAYiwh0,"[0.14041616646658664, 0.14171668667466986, 0.14183673469387753]",NmannAYiwh0,5,NmannAYiwh0,6,tr3dFSzh1yU,0.566509507,NmannAYiwh0,0.319087705,NmannAYiwh0,1530648.775,NmannAYiwh0,1,NmannAYiwh0,0.724215522,pwF74hxbs6o,1,NmannAYiwh0,4,NmannAYiwh0,0.292558927,NmannAYiwh0,0.340443281,NmannAYiwh0,"[0.14953531412565024, 0.1501947445644925, 0.15009637188208613]",NmannAYiwh0,0.4,NmannAYiwh0,"[0.14041616646658664, 0.14171668667466986, 0.14183673469387753]",NmannAYiwh0,5,NmannAYiwh0,6,,,,,,,,,,,,
TR7JApjgIGw,3,NmCKcaAlWZI,30,TR7JApjgIGw,3,NmCKcaAlWZI,30,TR7JApjgIGw,0.468995594,NmCKcaAlWZI,0.414904235,NmCKcaAlWZI,473933.7712,NmCKcaAlWZI,1,NmCKcaAlWZI,0.724809186,pwh1INne97Q,1,NmCKcaAlWZI,15,NmCKcaAlWZI,0.313647641,NmCKcaAlWZI,0.379615271,NmCKcaAlWZI,"[0.0, 0.0, 0.0]",NmCKcaAlWZI,0.6,NmCKcaAlWZI,"[0.0, 0.0, 0.0]",NmCKcaAlWZI,4,NmCKcaAlWZI,6,TR7JApjgIGw,0.468995594,NmCKcaAlWZI,0.414904235,NmCKcaAlWZI,473933.7712,NmCKcaAlWZI,1,NmCKcaAlWZI,0.724809186,pwh1INne97Q,1,NmCKcaAlWZI,15,NmCKcaAlWZI,0.313647641,NmCKcaAlWZI,0.379615271,NmCKcaAlWZI,"[0.0, 0.0, 0.0]",NmCKcaAlWZI,0.6,NmCKcaAlWZI,"[0.0, 0.0, 0.0]",NmCKcaAlWZI,4,NmCKcaAlWZI,6,,,,,,,,,,,,
TRmgMe2STL0,53,Nmgice3ieZ4,33,TRmgMe2STL0,53,Nmgice3ieZ4,33,TRmgMe2STL0,0.560576943,Nmgice3ieZ4,0.444383701,Nmgice3ieZ4,1432130.222,Nmgice3ieZ4,0.8,Nmgice3ieZ4,0.724314812,px6TQ0ZMIsw,1,Nmgice3ieZ4,2,Nmgice3ieZ4,0.455786277,Nmgice3ieZ4,0.364852116,Nmgice3ieZ4,"[0.3985031095771641, 0.39877484327064167, 0.399389005602241]",Nmgice3ieZ4,0.2,Nmgice3ieZ4,"[0.44877951180472186, 0.44957983193277307, 0.45148059223689474]",Nmgice3ieZ4,5,Nmgice3ieZ4,6,TRmgMe2STL0,0.560576943,Nmgice3ieZ4,0.444383701,Nmgice3ieZ4,1432130.222,Nmgice3ieZ4,0.8,Nmgice3ieZ4,0.724314812,px6TQ0ZMIsw,1,Nmgice3ieZ4,2,Nmgice3ieZ4,0.455786277,Nmgice3ieZ4,0.364852116,Nmgice3ieZ4,"[0.3985031095771641, 0.39877484327064167, 0.399389005602241]",Nmgice3ieZ4,0.2,Nmgice3ieZ4,"[0.44877951180472186, 0.44957983193277307, 0.45148059223689474]",Nmgice3ieZ4,5,Nmgice3ieZ4,6,,,,,,,,,,,,
tRnp4UPI-Qk,18,nmwXdGm89Tk,60,tRnp4UPI-Qk,18,nmwXdGm89Tk,60,tRnp4UPI-Qk,0.749595257,nmwXdGm89Tk,0.339184914,nmwXdGm89Tk,1150745.468,nmwXdGm89Tk,0,nmwXdGm89Tk,0.724620801,PxE3lJDQnC8,1,nmwXdGm89Tk,10,nmwXdGm89Tk,0.355521487,nmwXdGm89Tk,0.304203864,nmwXdGm89Tk,"[0.4208387724334668, 0.4206485393420719, 0.4189442277831942]",nmwXdGm89Tk,0.4,nmwXdGm89Tk,"[0.3871953201169971, 0.38749864586718663, 0.3854078648033799]",nmwXdGm89Tk,3,nmwXdGm89Tk,5,tRnp4UPI-Qk,0.749595257,nmwXdGm89Tk,0.339184914,nmwXdGm89Tk,1150745.468,nmwXdGm89Tk,0,nmwXdGm89Tk,0.724620801,PxE3lJDQnC8,1,nmwXdGm89Tk,10,nmwXdGm89Tk,0.355521487,nmwXdGm89Tk,0.304203864,nmwXdGm89Tk,"[0.4208387724334668, 0.4206485393420719, 0.4189442277831942]",nmwXdGm89Tk,0.4,nmwXdGm89Tk,"[0.3871953201169971, 0.38749864586718663, 0.3854078648033799]",nmwXdGm89Tk,3,nmwXdGm89Tk,5,,,,,,,,,,,,
TSF8EKPxPVU,31,nMzdAZ3TjCA,31,TSF8EKPxPVU,31,nMzdAZ3TjCA,31,TSF8EKPxPVU,0.851034066,nMzdAZ3TjCA,0.224795251,nMzdAZ3TjCA,2764577.754,nMzdAZ3TjCA,0.4,nMzdAZ3TjCA,0.72318814,pXI340MQ2-o,1,nMzdAZ3TjCA,19,nMzdAZ3TjCA,0.181267586,nMzdAZ3TjCA,0.258089045,nMzdAZ3TjCA,"[0.19848908918406064, 0.20002736488860773, 0.19961579344999644]",nMzdAZ3TjCA,0.6,nMzdAZ3TjCA,"[0.18195235083280625, 0.18435589289479232, 0.1848619017499473]",nMzdAZ3TjCA,2,nMzdAZ3TjCA,21,TSF8EKPxPVU,0.851034066,nMzdAZ3TjCA,0.224795251,nMzdAZ3TjCA,2764577.754,nMzdAZ3TjCA,0.4,nMzdAZ3TjCA,0.72318814,pXI340MQ2-o,1,nMzdAZ3TjCA,19,nMzdAZ3TjCA,0.181267586,nMzdAZ3TjCA,0.258089045,nMzdAZ3TjCA,"[0.19848908918406064, 0.20002736488860773, 0.19961579344999644]",nMzdAZ3TjCA,0.6,nMzdAZ3TjCA,"[0.18195235083280625, 0.18435589289479232, 0.1848619017499473]",nMzdAZ3TjCA,2,nMzdAZ3TjCA,21,,,,,,,,,,,,
TsQXQGaasUg,5,nnsSUqgkDwU,52,TsQXQGaasUg,5,nnsSUqgkDwU,52,TsQXQGaasUg,0.41381685,nnsSUqgkDwU,0.910928084,nnsSUqgkDwU,925600.4739,nnsSUqgkDwU,0.2,nnsSUqgkDwU,0.726638051,PXTagE7BtRU,1,nnsSUqgkDwU,15,nnsSUqgkDwU,0.9410867,nnsSUqgkDwU,0.933957928,nnsSUqgkDwU,"[0.9907404265124852, 0.9902955840455837, 0.9900389119322943]",nnsSUqgkDwU,0.6,nnsSUqgkDwU,"[0.990623428858723, 0.9903217697335344, 0.9902463549522373]",nnsSUqgkDwU,5,nnsSUqgkDwU,21,TsQXQGaasUg,0.41381685,nnsSUqgkDwU,0.910928084,nnsSUqgkDwU,925600.4739,nnsSUqgkDwU,0.2,nnsSUqgkDwU,0.726638051,PXTagE7BtRU,1,nnsSUqgkDwU,15,nnsSUqgkDwU,0.9410867,nnsSUqgkDwU,0.933957928,nnsSUqgkDwU,"[0.9907404265124852, 0.9902955840455837, 0.9900389119322943]",nnsSUqgkDwU,0.6,nnsSUqgkDwU,"[0.990623428858723, 0.9903217697335344, 0.9902463549522373]",nnsSUqgkDwU,5,nnsSUqgkDwU,21,,,,,,,,,,,,
TSRvY1kKebY,32,NnzBnGG8YRA,30,TSRvY1kKebY,32,NnzBnGG8YRA,30,TSRvY1kKebY,0.98909344,NnzBnGG8YRA,0.718892064,NnzBnGG8YRA,840286.3338,NnzBnGG8YRA,0,NnzBnGG8YRA,0.725985969,pXy5gt2R5mQ,1,NnzBnGG8YRA,17,NnzBnGG8YRA,0.760367027,NnzBnGG8YRA,0.683096605,NnzBnGG8YRA,"[0.7773541083099906, 0.7789674908424906, 0.7810118598721538]",NnzBnGG8YRA,0,NnzBnGG8YRA,"[0.7793363499245852, 0.7794440853264383, 0.7789269553975436]",NnzBnGG8YRA,4,NnzBnGG8YRA,2,TSRvY1kKebY,0.98909344,NnzBnGG8YRA,0.718892064,NnzBnGG8YRA,840286.3338,NnzBnGG8YRA,0,NnzBnGG8YRA,0.725985969,pXy5gt2R5mQ,1,NnzBnGG8YRA,17,NnzBnGG8YRA,0.760367027,NnzBnGG8YRA,0.683096605,NnzBnGG8YRA,"[0.7773541083099906, 0.7789674908424906, 0.7810118598721538]",NnzBnGG8YRA,0,NnzBnGG8YRA,"[0.7793363499245852, 0.7794440853264383, 0.7789269553975436]",NnzBnGG8YRA,4,NnzBnGG8YRA,2,,,,,,,,,,,,
TszuuF7cbac,56,nojWJ6-XmeQ,45,TszuuF7cbac,56,nojWJ6-XmeQ,45,TszuuF7cbac,0.580195495,nojWJ6-XmeQ,0.434207247,nojWJ6-XmeQ,877589.281,nojWJ6-XmeQ,0.6,nojWJ6-XmeQ,0.725740858,py5J2ucsK9Q,1,nojWJ6-XmeQ,18,nojWJ6-XmeQ,0.309256487,nojWJ6-XmeQ,0.461070367,nojWJ6-XmeQ,"[0.0, 0.0, 0.0]",nojWJ6-XmeQ,0.6,nojWJ6-XmeQ,"[0.0, 0.0, 0.0]",nojWJ6-XmeQ,5,nojWJ6-XmeQ,4,TszuuF7cbac,0.580195495,nojWJ6-XmeQ,0.434207247,nojWJ6-XmeQ,877589.281,nojWJ6-XmeQ,0.6,nojWJ6-XmeQ,0.725740858,py5J2ucsK9Q,1,nojWJ6-XmeQ,18,nojWJ6-XmeQ,0.309256487,nojWJ6-XmeQ,0.461070367,nojWJ6-XmeQ,"[0.0, 0.0, 0.0]",nojWJ6-XmeQ,0.6,nojWJ6-XmeQ,"[0.0, 0.0, 0.0]",nojWJ6-XmeQ,5,nojWJ6-XmeQ,4,,,,,,,,,,,,
tsZUuI2bSG4,10,NoOqyH03p3Q,76,tsZUuI2bSG4,10,NoOqyH03p3Q,76,tsZUuI2bSG4,0.543564443,NoOqyH03p3Q,0.41791899,NoOqyH03p3Q,1744497.194,NoOqyH03p3Q,0.2,NoOqyH03p3Q,0.724953784,PySuLH7NAQg,1,NoOqyH03p3Q,21,NoOqyH03p3Q,0.30359701,NoOqyH03p3Q,0.478518032,NoOqyH03p3Q,"[0.2940441716334109, 0.29407944271688125, 0.2942209769370302]",NoOqyH03p3Q,1,NoOqyH03p3Q,"[0.2751403645158504, 0.2759436814373326, 0.2770320462986957]",NoOqyH03p3Q,3,NoOqyH03p3Q,1,tsZUuI2bSG4,0.543564443,NoOqyH03p3Q,0.41791899,NoOqyH03p3Q,1744497.194,NoOqyH03p3Q,0.2,NoOqyH03p3Q,0.724953784,PySuLH7NAQg,1,NoOqyH03p3Q,21,NoOqyH03p3Q,0.30359701,NoOqyH03p3Q,0.478518032,NoOqyH03p3Q,"[0.2940441716334109, 0.29407944271688125, 0.2942209769370302]",NoOqyH03p3Q,1,NoOqyH03p3Q,"[0.2751403645158504, 0.2759436814373326, 0.2770320462986957]",NoOqyH03p3Q,3,NoOqyH03p3Q,1,,,,,,,,,,,,
Tt4odad9p8c,17,nOsdS5irjAo,29,Tt4odad9p8c,17,nOsdS5irjAo,29,Tt4odad9p8c,0.997180399,nOsdS5irjAo,0.57358175,nOsdS5irjAo,716229.2465,nOsdS5irjAo,0.8,nOsdS5irjAo,0.726077171,pzJCbdgf6hs,1,nOsdS5irjAo,2,nOsdS5irjAo,0.549076227,nOsdS5irjAo,0.500492608,nOsdS5irjAo,"[0.0022146730526308766, 0.0016675665676775557, 0.0018346315238657086]",nOsdS5irjAo,1,nOsdS5irjAo,"[0.0, 0.0, 0.0]",nOsdS5irjAo,4,nOsdS5irjAo,9,Tt4odad9p8c,0.997180399,nOsdS5irjAo,0.57358175,nOsdS5irjAo,716229.2465,nOsdS5irjAo,0.8,nOsdS5irjAo,0.726077171,pzJCbdgf6hs,1,nOsdS5irjAo,2,nOsdS5irjAo,0.549076227,nOsdS5irjAo,0.500492608,nOsdS5irjAo,"[0.0022146730526308766, 0.0016675665676775557, 0.0018346315238657086]",nOsdS5irjAo,1,nOsdS5irjAo,"[0.0, 0.0, 0.0]",nOsdS5irjAo,4,nOsdS5irjAo,9,,,,,,,,,,,,
ttw4abodSJE,56,nosXM4KdAac,29,ttw4abodSJE,56,nosXM4KdAac,29,ttw4abodSJE,0.991426681,nosXM4KdAac,0.455114163,nosXM4KdAac,370054.6699,nosXM4KdAac,0.4,nosXM4KdAac,0.727296866,Pzl86IjTpHI,1,nosXM4KdAac,10,nosXM4KdAac,0.48317144,nosXM4KdAac,0.474664816,nosXM4KdAac,"[0.1288244578134284, 0.325423072638146, 0.4977600453060011]",nosXM4KdAac,0.6,nosXM4KdAac,"[0.08304367201426024, 0.30597147950089126, 0.5437388591800356]",nosXM4KdAac,4,nosXM4KdAac,15,ttw4abodSJE,0.991426681,nosXM4KdAac,0.455114163,nosXM4KdAac,370054.6699,nosXM4KdAac,0.4,nosXM4KdAac,0.727296866,Pzl86IjTpHI,1,nosXM4KdAac,10,nosXM4KdAac,0.48317144,nosXM4KdAac,0.474664816,nosXM4KdAac,"[0.1288244578134284, 0.325423072638146, 0.4977600453060011]",nosXM4KdAac,0.6,nosXM4KdAac,"[0.08304367201426024, 0.30597147950089126, 0.5437388591800356]",nosXM4KdAac,4,nosXM4KdAac,15,,,,,,,,,,,,
tudsOEsUYWU,8,noy9lF9Xu68,47,tudsOEsUYWU,8,noy9lF9Xu68,47,tudsOEsUYWU,0.996791632,noy9lF9Xu68,0.195487021,noy9lF9Xu68,667772.0404,noy9lF9Xu68,0,noy9lF9Xu68,0.723289868,PzYKsLch4GM,1,noy9lF9Xu68,38,noy9lF9Xu68,0.168312265,noy9lF9Xu68,0.205687145,noy9lF9Xu68,"[0.1404807970385795, 0.14182959540748452, 0.14424030452889122]",noy9lF9Xu68,0,noy9lF9Xu68,"[0.13980565677598472, 0.140117994100295, 0.13978830470241194]",noy9lF9Xu68,4,noy9lF9Xu68,8,tudsOEsUYWU,0.996791632,noy9lF9Xu68,0.195487021,noy9lF9Xu68,667772.0404,noy9lF9Xu68,0,noy9lF9Xu68,0.723289868,PzYKsLch4GM,1,noy9lF9Xu68,38,noy9lF9Xu68,0.168312265,noy9lF9Xu68,0.205687145,noy9lF9Xu68,"[0.1404807970385795, 0.14182959540748452, 0.14424030452889122]",noy9lF9Xu68,0,noy9lF9Xu68,"[0.13980565677598472, 0.140117994100295, 0.13978830470241194]",noy9lF9Xu68,4,noy9lF9Xu68,8,,,,,,,,,,,,
TULVRlpsNWo,13,NP4mgObDeUU,30,TULVRlpsNWo,13,NP4mgObDeUU,30,TULVRlpsNWo,0.987137774,NP4mgObDeUU,0.884110815,NP4mgObDeUU,1098757.574,NP4mgObDeUU,0.4,NP4mgObDeUU,0.725929232,Q-0MP0Ql4II,1,NP4mgObDeUU,11,NP4mgObDeUU,0.926858379,NP4mgObDeUU,0.85675695,NP4mgObDeUU,"[1.0, 1.0, 1.0]",NP4mgObDeUU,0.6,NP4mgObDeUU,"[1.0, 1.0, 1.0]",NP4mgObDeUU,3,NP4mgObDeUU,6,TULVRlpsNWo,0.987137774,NP4mgObDeUU,0.884110815,NP4mgObDeUU,1098757.574,NP4mgObDeUU,0.4,NP4mgObDeUU,0.725929232,Q-0MP0Ql4II,1,NP4mgObDeUU,11,NP4mgObDeUU,0.926858379,NP4mgObDeUU,0.85675695,NP4mgObDeUU,"[1.0, 1.0, 1.0]",NP4mgObDeUU,0.6,NP4mgObDeUU,"[1.0, 1.0, 1.0]",NP4mgObDeUU,3,NP4mgObDeUU,6,,,,,,,,,,,,
TusJ8HSLaUs,4,NpwdcmjBgNA,30,TusJ8HSLaUs,4,NpwdcmjBgNA,30,TusJ8HSLaUs,0.543564443,NpwdcmjBgNA,0.391129102,NpwdcmjBgNA,1829402.052,NpwdcmjBgNA,0.4,NpwdcmjBgNA,0.723768059,q-xkGEW0dVA,1,NpwdcmjBgNA,37,NpwdcmjBgNA,0.397408562,NpwdcmjBgNA,0.378414623,NpwdcmjBgNA,"[0.41097536450477634, 0.41091341664871067, 0.4111710838181425]",NpwdcmjBgNA,0.2,NpwdcmjBgNA,"[0.44718810601163544, 0.4470588235294118, 0.4470372764490411]",NpwdcmjBgNA,5,NpwdcmjBgNA,4,TusJ8HSLaUs,0.543564443,NpwdcmjBgNA,0.391129102,NpwdcmjBgNA,1829402.052,NpwdcmjBgNA,0.4,NpwdcmjBgNA,0.723768059,q-xkGEW0dVA,1,NpwdcmjBgNA,37,NpwdcmjBgNA,0.397408562,NpwdcmjBgNA,0.378414623,NpwdcmjBgNA,"[0.41097536450477634, 0.41091341664871067, 0.4111710838181425]",NpwdcmjBgNA,0.2,NpwdcmjBgNA,"[0.44718810601163544, 0.4470588235294118, 0.4470372764490411]",NpwdcmjBgNA,5,NpwdcmjBgNA,4,,,,,,,,,,,,
tviPLpD8VG8,16,nQCDPCKoKhw,89,tviPLpD8VG8,16,nQCDPCKoKhw,89,tviPLpD8VG8,1,nQCDPCKoKhw,0.251327436,nQCDPCKoKhw,1004135.29,nQCDPCKoKhw,0.6,nQCDPCKoKhw,0.724727327,q0rSbR80GQk,1,nQCDPCKoKhw,19,nQCDPCKoKhw,0.215353746,nQCDPCKoKhw,0.290835415,nQCDPCKoKhw,"[0.20079326629405653, 0.19542790987111336, 0.19207569788039816]",nQCDPCKoKhw,0.2,nQCDPCKoKhw,"[0.17800073300348176, 0.16796774784680227, 0.15897929265164007]",nQCDPCKoKhw,3,nQCDPCKoKhw,1,tviPLpD8VG8,1,nQCDPCKoKhw,0.251327436,nQCDPCKoKhw,1004135.29,nQCDPCKoKhw,0.6,nQCDPCKoKhw,0.724727327,q0rSbR80GQk,1,nQCDPCKoKhw,19,nQCDPCKoKhw,0.215353746,nQCDPCKoKhw,0.290835415,nQCDPCKoKhw,"[0.20079326629405653, 0.19542790987111336, 0.19207569788039816]",nQCDPCKoKhw,0.2,nQCDPCKoKhw,"[0.17800073300348176, 0.16796774784680227, 0.15897929265164007]",nQCDPCKoKhw,3,nQCDPCKoKhw,1,,,,,,,,,,,,
TVqe8ieqz10,2,NQFhPsQ_81U,25,TVqe8ieqz10,2,NQFhPsQ_81U,25,TVqe8ieqz10,0.132065356,NQFhPsQ_81U,0.375003246,NQFhPsQ_81U,719768.3165,NQFhPsQ_81U,0.4,NQFhPsQ_81U,0.724759902,q1L60jfPgBM,1,NQFhPsQ_81U,12,NQFhPsQ_81U,0.33337586,NQFhPsQ_81U,0.382515552,NQFhPsQ_81U,"[0.23898277505446616, 0.23869001906318085, 0.2385889161220043]",NQFhPsQ_81U,0.8,NQFhPsQ_81U,"[0.22983660130718955, 0.22970588235294118, 0.22901960784313724]",NQFhPsQ_81U,3,NQFhPsQ_81U,9,TVqe8ieqz10,0.132065356,NQFhPsQ_81U,0.375003246,NQFhPsQ_81U,719768.3165,NQFhPsQ_81U,0.4,NQFhPsQ_81U,0.724759902,q1L60jfPgBM,1,NQFhPsQ_81U,12,NQFhPsQ_81U,0.33337586,NQFhPsQ_81U,0.382515552,NQFhPsQ_81U,"[0.23898277505446616, 0.23869001906318085, 0.2385889161220043]",NQFhPsQ_81U,0.8,NQFhPsQ_81U,"[0.22983660130718955, 0.22970588235294118, 0.22901960784313724]",NQFhPsQ_81U,3,NQFhPsQ_81U,9,,,,,,,,,,,,
tWDprSdH2xQ,13,NQhwNtY3N2k,60,tWDprSdH2xQ,13,NQhwNtY3N2k,60,tWDprSdH2xQ,0.698124573,NQhwNtY3N2k,0.412838429,NQhwNtY3N2k,181570.5132,NQhwNtY3N2k,1,NQhwNtY3N2k,0.724950347,Q26s_zWTykQ,1,NQhwNtY3N2k,18,NQhwNtY3N2k,0.332100191,NQhwNtY3N2k,0.399888702,NQhwNtY3N2k,"[0.10110570987654317, 0.10086070261437916, 0.10035273692810454]",NQhwNtY3N2k,0.6,NQhwNtY3N2k,"[0.09790849673202613, 0.09777777777777778, 0.09684095860566448]",NQhwNtY3N2k,3,NQhwNtY3N2k,6,tWDprSdH2xQ,0.698124573,NQhwNtY3N2k,0.412838429,NQhwNtY3N2k,181570.5132,NQhwNtY3N2k,1,NQhwNtY3N2k,0.724950347,Q26s_zWTykQ,1,NQhwNtY3N2k,18,NQhwNtY3N2k,0.332100191,NQhwNtY3N2k,0.399888702,NQhwNtY3N2k,"[0.10110570987654317, 0.10086070261437916, 0.10035273692810454]",NQhwNtY3N2k,0.6,NQhwNtY3N2k,"[0.09790849673202613, 0.09777777777777778, 0.09684095860566448]",NQhwNtY3N2k,3,NQhwNtY3N2k,6,,,,,,,,,,,,
TX8AAUOGKSg,4,NQp0z1sbtxo,30,TX8AAUOGKSg,4,NQp0z1sbtxo,30,TX8AAUOGKSg,0.566509507,NQp0z1sbtxo,0.188618605,NQp0z1sbtxo,1299335.803,NQp0z1sbtxo,0.6,NQp0z1sbtxo,0.723634652,Q285dYl2mZI,1,NQp0z1sbtxo,22,NQp0z1sbtxo,0.214276056,NQp0z1sbtxo,0.209187123,NQp0z1sbtxo,"[0.22171323529411766, 0.2198048474945534, 0.21787238562091502]",NQp0z1sbtxo,0.2,NQp0z1sbtxo,"[0.21636601307189543, 0.21430065359477124, 0.21134640522875817]",NQp0z1sbtxo,3,NQp0z1sbtxo,6,TX8AAUOGKSg,0.566509507,NQp0z1sbtxo,0.188618605,NQp0z1sbtxo,1299335.803,NQp0z1sbtxo,0.6,NQp0z1sbtxo,0.723634652,Q285dYl2mZI,1,NQp0z1sbtxo,22,NQp0z1sbtxo,0.214276056,NQp0z1sbtxo,0.209187123,NQp0z1sbtxo,"[0.22171323529411766, 0.2198048474945534, 0.21787238562091502]",NQp0z1sbtxo,0.2,NQp0z1sbtxo,"[0.21636601307189543, 0.21430065359477124, 0.21134640522875817]",NQp0z1sbtxo,3,NQp0z1sbtxo,6,,,,,,,,,,,,
